下料批次号,零件号,面料号,零件外轮廓线坐标
L0003,s000001,M0003,"[[59914.0, 354.0], [59910.0, 395.0], [59904.0, 450.0], [59898.0, 507.0], [59892.0, 566.0], [59880.0, 686.0], [59867.0, 810.0], [59841.0, 1060.0], [59828.0, 1183.0], [59819.0, 1272.0], [59810.0, 1359.0], [59795.0, 1533.0], [59788.0, 1633.0], [59782.0, 1733.0], [59780.0, 1812.0], [59780.0, 1892.0], [59778.0, 1959.0], [59775.0, 2025.0], [59766.0, 2159.0], [59761.0, 2271.0], [59756.0, 2383.0], [59751.0, 2608.0], [59746.0, 2868.0], [59743.0, 2997.0], [59741.0, 3122.0], [59690.0, 3124.0], [59644.0, 3125.0], [59602.0, 3126.0], [59562.0, 3127.0], [59525.0, 3128.0], [59490.0, 3129.0], [59420.0, 3130.0], [59333.0, 3132.0], [59242.0, 3134.0], [59148.0, 3135.0], [59051.0, 3136.0], [58952.0, 3137.0], [58852.0, 3138.0], [58654.0, 3138.0], [58542.0, 3137.0], [58432.0, 3136.0], [58213.0, 3134.0], [58124.0, 3134.0], [58079.0, 3136.0], [58035.0, 3138.0], [57980.0, 3143.0], [57925.0, 3150.0], [57858.0, 3157.0], [57827.0, 3162.0], [57791.0, 3168.0], [57721.0, 3183.0], [57652.0, 3203.0], [57603.0, 3218.0], [57579.0, 3228.0], [57556.0, 3238.0], [57536.0, 3249.0], [57517.0, 3261.0], [57480.0, 3289.0], [57437.0, 3325.0], [57399.0, 3365.0], [57372.0, 3398.0], [57348.0, 3433.0], [57317.0, 3482.0], [57290.0, 3530.0], [57262.0, 3590.0], [57238.0, 3651.0], [57124.0, 3627.0], [57012.0, 3604.0], [56901.0, 3581.0], [56791.0, 3559.0], [56573.0, 3516.0], [56356.0, 3475.0], [56100.0, 3429.0], [55840.0, 3387.0], [55580.0, 3348.0], [55319.0, 3311.0], [55003.0, 3270.0], [54688.0, 3232.0], [54433.0, 3203.0], [54177.0, 3178.0], [53921.0, 3156.0], [53665.0, 3138.0], [53465.0, 3127.0], [53265.0, 3119.0], [52931.0, 3107.0], [52511.0, 3094.0], [52277.0, 3086.0], [52042.0, 3079.0], [51842.0, 3076.0], [51641.0, 3074.0], [51199.0, 3069.0], [50740.0, 3066.0], [50398.0, 3063.0], [50054.0, 3060.0], [49728.0, 3059.0], [49158.0, 3059.0], [49030.0, 3060.0], [48896.0, 3060.0], [48896.0, 585.0], [48934.0, 586.0], [49039.0, 586.0], [49103.0, 587.0], [49163.0, 587.0], [49221.0, 588.0], [49794.0, 588.0], [49901.0, 587.0], [50009.0, 587.0], [50225.0, 586.0], [50773.0, 586.0], [51042.0, 584.0], [51311.0, 582.0], [51593.0, 577.0], [51876.0, 570.0], [52444.0, 554.0], [52950.0, 538.0], [53337.0, 523.0], [53670.0, 508.0], [54021.0, 488.0], [54372.0, 462.0], [54593.0, 443.0], [54814.0, 423.0], [55087.0, 395.0], [55359.0, 366.0], [55584.0, 339.0], [55808.0, 310.0], [56038.0, 278.0], [56268.0, 243.0], [56501.0, 207.0], [56733.0, 168.0], [56890.0, 141.0], [57048.0, 115.0], [57216.0, 90.0], [57334.0, 75.0], [57384.0, 68.0], [57412.0, 65.0], [57493.0, 56.0], [57574.0, 47.0], [57738.0, 31.0], [57819.0, 23.0], [57899.0, 15.0], [57977.0, 7.0], [58051.0, 0.0], [58050.0, 13.0], [58050.0, 22.0], [59926.0, 243.0], [59921.0, 291.0], [59915.0, 342.0], [59914.0, 354.0]]"
L0003,s000002,M0003,"[[136874.0, 2576.0], [134980.0, 2574.0], [134979.0, 2595.0], [134968.0, 2593.0], [134958.0, 2590.0], [134950.0, 2588.0], [134939.0, 2585.0], [134926.0, 2582.0], [134912.0, 2579.0], [134896.0, 2575.0], [134862.0, 2567.0], [134790.0, 2549.0], [134756.0, 2540.0], [134740.0, 2536.0], [134726.0, 2533.0], [134709.0, 2504.0], [134692.0, 2474.0], [134657.0, 2414.0], [134630.0, 2370.0], [134615.0, 2348.0], [134599.0, 2328.0], [134578.0, 2304.0], [134554.0, 2281.0], [134505.0, 2239.0], [134467.0, 2207.0], [134427.0, 2174.0], [134446.0, 2159.0], [134466.0, 2143.0], [134486.0, 2126.0], [134505.0, 2110.0], [134524.0, 2093.0], [134534.0, 2084.0], [134545.0, 2074.0], [136896.0, 2076.0], [136894.0, 2120.0], [136892.0, 2167.0], [136890.0, 2218.0], [136887.0, 2269.0], [136885.0, 2321.0], [136882.0, 2371.0], [136880.0, 2418.0], [136879.0, 2460.0], [136878.0, 2484.0], [136877.0, 2509.0], [136876.0, 2523.0], [136876.0, 2538.0], [136875.0, 2556.0], [136874.0, 2576.0]]"
L0003,s000003,M0003,"[[55027.0, 0.0], [55040.0, 250.0], [51564.0, 425.0], [51551.0, 175.0], [55027.0, 0.0]]"
L0003,s000004,M0003,"[[2012.0, 0.0], [2012.0, 680.0], [0.0, 680.0], [0.0, 0.0], [2012.0, 0.0]]"
L0003,s000005,M0003,"[[40373.0, 14040.0], [40376.0, 14052.0], [40388.0, 14087.0], [40396.0, 14103.0], [40405.0, 14119.0], [40426.0, 14146.0], [40451.0, 14169.0], [40477.0, 14187.0], [40505.0, 14201.0], [40535.0, 14213.0], [40565.0, 14222.0], [40637.0, 14241.0], [40709.0, 14259.0], [40780.0, 14275.0], [40847.0, 14290.0], [40880.0, 14298.0], [40913.0, 14306.0], [40949.0, 14314.0], [40969.0, 14319.0], [40990.0, 14324.0], [40960.0, 14394.0], [40928.0, 14468.0], [40896.0, 14543.0], [40876.0, 14591.0], [40864.0, 14619.0], [40818.0, 14732.0], [40773.0, 14844.0], [40672.0, 15103.0], [40579.0, 15333.0], [40526.0, 15460.0], [40472.0, 15588.0], [40457.0, 15621.0], [40425.0, 15691.0], [40402.0, 15742.0], [40378.0, 15791.0], [40343.0, 15858.0], [40325.0, 15892.0], [40305.0, 15929.0], [40291.0, 15922.0], [40279.0, 15915.0], [40269.0, 15910.0], [40261.0, 15906.0], [40247.0, 15898.0], [40236.0, 15892.0], [40219.0, 15884.0], [40201.0, 15875.0], [40160.0, 15854.0], [40114.0, 15832.0], [40065.0, 15808.0], [40014.0, 15783.0], [39961.0, 15758.0], [39908.0, 15734.0], [39856.0, 15710.0], [39811.0, 15690.0], [39767.0, 15670.0], [39680.0, 15633.0], [39535.0, 15573.0], [39388.0, 15513.0], [39280.0, 15474.0], [39226.0, 15455.0], [39191.0, 15445.0], [39171.0, 15439.0], [39076.0, 15415.0], [38979.0, 15394.0], [38888.0, 15376.0], [38842.0, 15368.0], [38796.0, 15362.0], [38725.0, 15356.0], [38654.0, 15354.0], [38573.0, 15356.0], [38493.0, 15363.0], [38431.0, 15372.0], [38370.0, 15384.0], [38344.0, 15391.0], [38318.0, 15399.0], [38292.0, 15410.0], [38267.0, 15421.0], [38241.0, 15433.0], [38216.0, 15447.0], [38202.0, 15458.0], [38189.0, 15470.0], [38163.0, 15496.0], [38138.0, 15523.0], [38118.0, 15550.0], [38101.0, 15578.0], [38083.0, 15614.0], [38069.0, 15651.0], [38054.0, 15696.0], [38041.0, 15740.0], [37985.0, 15727.0], [37932.0, 15715.0], [37832.0, 15695.0], [37755.0, 15681.0], [37676.0, 15668.0], [37515.0, 15646.0], [37362.0, 15626.0], [37209.0, 15610.0], [37059.0, 15597.0], [36908.0, 15587.0], [36777.0, 15581.0], [36712.0, 15579.0], [36681.0, 15579.0], [36647.0, 15580.0], [36538.0, 15584.0], [36429.0, 15590.0], [36355.0, 15595.0], [36281.0, 15602.0], [36185.0, 15614.0], [36088.0, 15629.0], [35908.0, 15656.0], [35731.0, 15682.0], [35589.0, 15704.0], [35516.0, 15715.0], [35441.0, 15726.0], [35332.0, 15703.0], [35240.0, 15710.0], [35144.0, 15718.0], [35044.0, 15725.0], [34941.0, 15732.0], [34836.0, 15739.0], [34730.0, 15746.0], [34624.0, 15753.0], [34519.0, 15758.0], [34397.0, 15764.0], [34277.0, 15769.0], [34037.0, 15778.0], [33807.0, 15786.0], [33575.0, 15792.0], [33324.0, 15794.0], [33082.0, 15795.0], [33074.0, 15795.0], [32957.0, 15797.0], [32835.0, 15799.0], [32713.0, 15802.0], [32597.0, 15805.0], [32481.0, 15809.0], [32367.0, 15813.0], [32312.0, 15815.0], [32258.0, 15816.0], [32105.0, 13832.0], [32386.0, 13825.0], [32387.0, 13811.0], [32388.0, 13799.0], [32391.0, 13777.0], [32394.0, 13755.0], [32399.0, 13732.0], [32411.0, 13685.0], [32427.0, 13623.0], [32437.0, 13592.0], [32448.0, 13563.0], [32468.0, 13519.0], [32491.0, 13476.0], [32518.0, 13434.0], [32533.0, 13414.0], [32549.0, 13396.0], [32578.0, 13371.0], [32609.0, 13348.0], [32658.0, 13313.0], [32708.0, 13280.0], [32746.0, 13259.0], [32786.0, 13239.0], [32827.0, 13221.0], [32868.0, 13204.0], [32970.0, 13166.0], [33074.0, 13130.0], [33200.0, 13091.0], [33327.0, 13054.0], [33509.0, 13006.0], [33600.0, 12983.0], [33692.0, 12962.0], [33798.0, 12940.0], [33905.0, 12920.0], [34120.0, 12882.0], [34312.0, 12852.0], [34408.0, 12838.0], [34504.0, 12827.0], [34594.0, 12818.0], [34684.0, 12811.0], [34865.0, 12799.0], [35265.0, 12776.0], [35350.0, 12772.0], [35604.0, 12760.0], [35860.0, 12751.0], [36006.0, 12748.0], [36153.0, 12746.0], [36298.0, 12745.0], [36439.0, 12745.0], [36442.0, 12700.0], [36543.0, 12695.0], [36642.0, 12691.0], [36738.0, 12687.0], [36834.0, 12685.0], [36951.0, 12684.0], [37069.0, 12684.0], [37187.0, 12687.0], [37306.0, 12691.0], [37500.0, 12702.0], [37693.0, 12717.0], [37886.0, 12735.0], [38133.0, 12763.0], [38281.0, 12782.0], [38429.0, 12802.0], [38578.0, 12823.0], [38730.0, 12844.0], [38832.0, 12859.0], [38935.0, 12875.0], [39143.0, 12906.0], [39352.0, 12939.0], [39559.0, 12971.0], [39660.0, 12988.0], [39760.0, 13003.0], [39857.0, 13019.0], [39952.0, 13034.0], [40044.0, 13049.0], [40133.0, 13064.0], [40218.0, 13077.0], [40299.0, 13091.0], [40307.0, 13572.0], [40316.0, 13672.0], [40328.0, 13768.0], [40344.0, 13872.0], [40361.0, 13977.0], [40368.0, 14015.0], [40373.0, 14040.0]]"
L0003,s000006,M0003,"[[25501.0, 701.0], [28501.0, 701.0], [28501.0, 1101.0], [25501.0, 1101.0], [25501.0, 701.0]]"
L0003,s000007,M0003,"[[19406.0, 9868.0], [19406.0, 10475.0], [18083.0, 10475.0], [18083.0, 9868.0], [19406.0, 9868.0]]"
L0003,s000008,M0003,"[[44207.0, 11704.0], [44207.0, 11304.0], [47207.0, 11304.0], [47207.0, 11704.0], [44207.0, 11704.0]]"
L0003,s000009,M0003,"[[69479.0, 0.0], [71570.0, 0.0], [71643.0, 417.0], [71900.0, 417.0], [72036.0, 416.0], [72264.0, 416.0], [72355.0, 415.0], [72535.0, 412.0], [72767.0, 404.0], [72999.0, 391.0], [73160.0, 379.0], [73320.0, 366.0], [73714.0, 338.0], [74078.0, 313.0], [74422.0, 291.0], [74899.0, 264.0], [75091.0, 254.0], [75284.0, 244.0], [75506.0, 235.0], [75729.0, 231.0], [75923.0, 232.0], [76117.0, 233.0], [76274.0, 232.0], [76353.0, 233.0], [76432.0, 234.0], [76534.0, 239.0], [76635.0, 244.0], [76710.0, 247.0], [76786.0, 251.0], [76856.0, 255.0], [76925.0, 259.0], [76992.0, 264.0], [77024.0, 266.0], [77054.0, 268.0], [77054.0, 418.0], [77055.0, 492.0], [77055.0, 609.0], [77059.0, 726.0], [77067.0, 839.0], [77079.0, 952.0], [77086.0, 996.0], [77093.0, 1041.0], [77102.0, 1085.0], [77114.0, 1129.0], [77129.0, 1171.0], [77148.0, 1212.0], [77167.0, 1248.0], [77189.0, 1283.0], [77209.0, 1312.0], [77231.0, 1340.0], [77256.0, 1367.0], [77283.0, 1392.0], [77255.0, 1449.0], [77231.0, 1498.0], [77226.0, 1509.0], [77195.0, 1571.0], [77167.0, 1630.0], [77164.0, 1635.0], [77101.0, 1766.0], [77039.0, 1898.0], [76970.0, 2051.0], [76905.0, 2202.0], [76856.0, 2324.0], [76807.0, 2447.0], [76766.0, 2552.0], [76725.0, 2657.0], [76715.0, 2683.0], [76688.0, 2758.0], [76653.0, 2857.0], [76632.0, 2924.0], [76621.0, 2958.0], [76609.0, 2996.0], [76583.0, 2992.0], [76560.0, 2989.0], [76538.0, 2986.0], [76517.0, 2983.0], [76478.0, 2978.0], [76441.0, 2973.0], [76401.0, 2967.0], [76359.0, 2961.0], [76273.0, 2949.0], [76184.0, 2938.0], [76095.0, 2928.0], [76023.0, 2922.0], [75953.0, 2917.0], [75813.0, 2909.0], [75615.0, 2901.0], [75491.0, 2898.0], [75481.0, 2898.0], [75365.0, 2897.0], [75178.0, 2897.0], [75087.0, 2899.0], [75043.0, 2899.0], [75001.0, 2901.0], [74962.0, 2902.0], [74921.0, 2904.0], [74900.0, 2905.0], [74877.0, 2906.0], [74852.0, 2907.0], [74826.0, 2908.0], [74799.0, 3025.0], [74765.0, 3019.0], [74730.0, 3012.0], [74655.0, 2998.0], [74576.0, 2984.0], [74493.0, 2969.0], [74409.0, 2954.0], [74323.0, 2940.0], [74237.0, 2926.0], [74153.0, 2913.0], [74081.0, 2903.0], [74010.0, 2893.0], [73870.0, 2874.0], [73729.0, 2852.0], [73588.0, 2831.0], [73395.0, 2805.0], [73229.0, 2784.0], [73062.0, 2765.0], [73014.0, 2760.0], [72979.0, 2757.0], [72895.0, 2750.0], [72811.0, 2745.0], [72728.0, 2742.0], [72624.0, 2741.0], [72520.0, 2741.0], [72275.0, 2742.0], [72126.0, 2744.0], [71977.0, 2749.0], [71870.0, 2755.0], [71764.0, 2763.0], [71551.0, 2779.0], [71131.0, 2810.0], [70592.0, 2851.0], [70107.0, 2887.0], [69921.0, 2900.0], [69735.0, 2912.0], [69550.0, 2922.0], [69477.0, 2924.0], [69365.0, 2929.0], [69231.0, 2932.0], [69094.0, 2934.0], [68987.0, 2936.0], [68879.0, 2938.0], [68827.0, 2939.0], [68775.0, 2940.0], [68726.0, 2941.0], [68678.0, 2942.0], [68670.0, 567.0], [68669.0, 0.0], [69479.0, 0.0]]"
L0003,s000010,M0003,"[[155024.0, 6177.0], [155302.0, 7510.0], [154775.0, 7509.0], [154482.0, 6102.0], [155024.0, 6177.0]]"
